杨浦区小一房 中等装修 看房随时 有钥匙,三门路510弄,210,http://sh.lianjia.com/ershoufang/sh4103172.html
上门实勘，简单装修，黄金楼层，钥匙房，诚心出售,五莲一小区,210,http://sh.lianjia.com/ershoufang/sh4145012.html
新长征花苑，来电即看，生活很便利，上门实勘,新长征花苑,250,http://sh.lianjia.com/ershoufang/sh4192005.html
低区出入方便，热推好房，成熟社区，满5唯一减税,罗阳四村,220,http://sh.lianjia.com/ershoufang/sh4214190.html
市光四村，近地铁欧尚，配套成熟。,市光四村,215,http://sh.lianjia.com/ershoufang/sh4193349.html
新凯三期 玉兰苑 稀缺两房 全明边套户型,新凯城玉兰苑,210,http://sh.lianjia.com/ershoufang/sh4175122.html
吉宅出售，温馨一室，抢手火热，上下楼方便,馨佳园（菊泉街1398弄）,245,http://sh.lianjia.com/ershoufang/sh4210036.html
精装一室户 售后公房  拎包可入住,田林六村,210,http://sh.lianjia.com/ershoufang/sh2025601.html
上南一村，热销房源，业主新委托，上门实拍,上南一村,198,http://sh.lianjia.com/ershoufang/sh4220471.html
斜土路60号，满五年少税，上门实勘，随到随看,斜土路60号,180,http://sh.lianjia.com/ershoufang/sh4197933.html
开鲁五村 黄金楼层 房型正气 看房随时。,开鲁五村,225,http://sh.lianjia.com/ershoufang/sh3867747.html
业主信赖，光线充足，近地铁，2室0厅1卫,邮电新村,230,http://sh.lianjia.com/ershoufang/sh4212684.html
双地铁精品一房，地铁六号线，七号线，交通方便,锦南浦三小区,190,http://sh.lianjia.com/ershoufang/sh4201107.html
延吉六村，品质小区，随时看房，黄金楼层。,延吉六村,250,http://sh.lianjia.com/ershoufang/sh1148154.html
金桥片区，地段老好了，沪东二房，看房随时，近地铁,沪东新村,228,http://sh.lianjia.com/ershoufang/sh1631609.html
地铁房，高区景观房，上门实拍，随时看房,牡丹江路244弄,233,http://sh.lianjia.com/ershoufang/sh1621618.html
稀缺2房，顶楼带尖顶，可搭阁楼，靠近地铁8号线,殷行一村,220,http://sh.lianjia.com/ershoufang/sh4201975.html
稀缺一房 黄金楼层 总价低,寿光路161弄,215,http://sh.lianjia.com/ershoufang/sh4177185.html
距地铁50米南北通透 业主置换,大华一村,230,http://sh.lianjia.com/ershoufang/sh4180878.html
复旦小区，高清实拍，随时可看，交通便利,复旦小区,240,http://sh.lianjia.com/ershoufang/sh4177832.html
距地铁50米南北通透 业主置换,大华一村,230,http://sh.lianjia.com/ershoufang/sh4180878.html
全明户型  老牌小区 配套齐全,宜川六村,190,http://sh.lianjia.com/ershoufang/sh4205944.html
安静位置！南北通户型，业主诚心卖房。,临沂二村,210,http://sh.lianjia.com/ershoufang/sh4179014.html
成熟社区，省装修费，上门实拍，降价房源,人乐一村,182,http://sh.lianjia.com/ershoufang/sh4214159.html
交通便利 楼层好 居住均可,国和一村,185,http://sh.lianjia.com/ershoufang/sh4216638.html
洛川中路1100弄闸北实验小学近地铁1号线,洛川中路1100弄,250,http://sh.lianjia.com/ershoufang/sh1084376.html
日晖六村，配套完善，马上看房，有爱有家,日晖六村,210,http://sh.lianjia.com/ershoufang/sh3915468.html
罗山五村 南北通透 交通便携 周边配套齐全,罗山五村,225,http://sh.lianjia.com/ershoufang/sh4178357.html
小房型 价低 视野广南北通 靠森林公园 空气清新,市光三村,170,http://sh.lianjia.com/ershoufang/sh3326306.html
银都一村精装一房、房东诚意出售,银都一村（闸北）,185,http://sh.lianjia.com/ershoufang/sh2204147.html
一链倾城，温馨一室，上门实拍，满五税费低,管弄五六街坊,207,http://sh.lianjia.com/ershoufang/sh3193170.html
