【整租】周浦 	东南三村 2室1厅,东南三村,3500,http://sh.58.com/pinpaigongyu/26742217917113x.shtml
【整租】惠南 听潮民乐苑零一坊 3室1厅,听潮民乐苑零一坊,2600,http://sh.58.com/pinpaigongyu/26467573647560x.shtml
【整租】惠南 	民乐城惠益新苑 3室1厅,民乐城惠益新苑,2900,http://sh.58.com/pinpaigongyu/26939849122482x.shtml
【整租】罗店 佳翔苑 3室1厅,佳翔苑,3200,http://sh.58.com/pinpaigongyu/26983635805121x.shtml
【整租】南翔 泰翔嘉苑 2室1厅,泰翔嘉苑,3500,http://sh.58.com/pinpaigongyu/26618937764017x.shtml
【整租】惠南 惠康苑东苑 2室1厅,惠康苑东苑,2400,http://sh.58.com/pinpaigongyu/26719692190771x.shtml
【整租】吴泾 其灵公寓 1室0厅,其灵公寓,2218,http://sh.58.com/pinpaigongyu/26453017374795x.shtml
【合租】川沙 凯佳公寓 4室主卧,凯佳公寓,2543,http://sh.58.com/pinpaigongyu/26938991590327x.shtml
【合租】张江 樟盛苑 3室次卧,樟盛苑,3050,http://sh.58.com/pinpaigongyu/26852897663535x.shtml
【整租】浦江 魔方公寓 1室1厅,魔方公寓,2200,http://sh.58.com/pinpaigongyu/26938976659400x.shtml
【整租】嘉定城区 远香舫新苑 3室1厅,远香舫新苑,3500,http://sh.58.com/pinpaigongyu/26985403613112x.shtml
【整租】上海大学 祁连欣苑 3室1厅,祁连欣苑,2000,http://sh.58.com/pinpaigongyu/26882889295172x.shtml
【整租】南京东路 魔方公寓新村路店 1室1厅,魔方公寓新村路店,3900,http://sh.58.com/pinpaigongyu/27007195068354x.shtml
【整租】顾村 美兰湖颐景园 3室1厅,美兰湖颐景园,3000,http://sh.58.com/pinpaigongyu/26453144040893x.shtml
【整租】嘉定新城 宝菊清水园 2室1厅,宝菊清水园,2700,http://sh.58.com/pinpaigongyu/26452906133555x.shtml
【整租】吴泾 其灵公寓 1室0厅,其灵公寓,2269,http://sh.58.com/pinpaigongyu/26852843098576x.shtml
【合租】真光 长征家苑 2室主卧,长征家苑,3392,http://sh.58.com/pinpaigongyu/26908185516972x.shtml
【整租】曹杨 星云经济区 1室0厅,星云经济区,3000,http://sh.58.com/pinpaigongyu/26984200694855x.shtml
【整租】月浦 新月鸿锦苑 2室1厅,新月鸿锦苑,2300,http://sh.58.com/pinpaigongyu/26475119706693x.shtml
【合租】洞泾 百鸟苑 3室次卧,百鸟苑,2045,http://sh.58.com/pinpaigongyu/26852920545334x.shtml
【整租】吴泾 其灵公寓 1室0厅,其灵公寓,2426,http://sh.58.com/pinpaigongyu/26852835948098x.shtml
【整租】静安寺 魔方公寓行知路店 1室1厅,魔方公寓行知路店,3200,http://sh.58.com/pinpaigongyu/26995039780298x.shtml
【整租】惠南 德盈佳苑 3室1厅,德盈佳苑,3000,http://sh.58.com/pinpaigongyu/26951592201656x.shtml
【合租】张江 樟盛苑 3室主卧,樟盛苑,3211,http://sh.58.com/pinpaigongyu/26885963720904x.shtml
【整租】吴泾 其灵公寓 1室1厅,其灵公寓,2188,http://sh.58.com/pinpaigongyu/26453014872366x.shtml
【整租】马陆 金沙湾绿地和苑 2室1厅,金沙湾绿地和苑,3100,http://sh.58.com/pinpaigongyu/26697253326151x.shtml
【整租】菊园新区 汇丰荷苑 3室1厅,汇丰荷苑,3500,http://sh.58.com/pinpaigongyu/26816002190416x.shtml
【整租】菊园新区 柳湖景庭 3室1厅,柳湖景庭,3700,http://sh.58.com/pinpaigongyu/26885049189040x.shtml
【整租】惠南 	德盈佳苑 3室1厅,德盈佳苑,3600,http://sh.58.com/pinpaigongyu/27004301329324x.shtml
【整租】月浦 新月鸿锦苑 3室1厅,新月鸿锦苑,3000,http://sh.58.com/pinpaigongyu/26904563601583x.shtml
【整租】惠南 惠益绿苑北苑 2室1厅,惠益绿苑北苑,2300,http://sh.58.com/pinpaigongyu/26467564318254x.shtml
【整租】上海大学 	丰宝苑 2室1厅,丰宝苑,3700,http://sh.58.com/pinpaigongyu/26851518553788x.shtml
【整租】吴泾 其灵公寓 1室0厅,其灵公寓,2271,http://sh.58.com/pinpaigongyu/26885965372482x.shtml
【整租】嘉定城区 远香舫新苑 3室1厅,远香舫新苑,3700,http://sh.58.com/pinpaigongyu/26951083579978x.shtml
【整租】人民广场 魔方公寓新村路店 1室1厅,魔方公寓新村路店,3600,http://sh.58.com/pinpaigongyu/27007160950588x.shtml
【合租】真光 长征家苑 2室次卧,长征家苑,2438,http://sh.58.com/pinpaigongyu/26453023061567x.shtml
【整租】月浦 新月鸿锦苑 2室1厅,新月鸿锦苑,2500,http://sh.58.com/pinpaigongyu/27006618176587x.shtml
【整租】吴泾 其灵公寓 1室0厅,其灵公寓,2416,http://sh.58.com/pinpaigongyu/26852829768248x.shtml
【整租】南翔 永翔嘉苑 2室1厅,永翔嘉苑,3500,http://sh.58.com/pinpaigongyu/26467553575620x.shtml
【整租】青浦新城 民乐佳苑一区 3室1厅,民乐佳苑一区,3200,http://sh.58.com/pinpaigongyu/27006231845301x.shtml
【整租】南翔 永翔嘉苑 2室1厅,永翔嘉苑,3500,http://sh.58.com/pinpaigongyu/26467553575620x.shtml
【整租】青浦新城 民乐佳苑一区 3室1厅,民乐佳苑一区,3200,http://sh.58.com/pinpaigongyu/27006231845301x.shtml
【整租】嘉定新城 永盛公寓 8室1厅,永盛公寓,2651,http://sh.58.com/pinpaigongyu/26852805490621x.shtml
【整租】嘉定新城 	柳湖景庭 2室1厅,柳湖景庭,2900,http://sh.58.com/pinpaigongyu/26771839357638x.shtml
【整租】罗店 美平苑 3室1厅,美平苑,2600,http://sh.58.com/pinpaigongyu/26467561322041x.shtml
【合租】泗泾 登云苑 2室主卧,登云苑,2058,http://sh.58.com/pinpaigongyu/26453032170034x.shtml
【整租】上海大学 丰宝苑 2室1厅,丰宝苑,3700,http://sh.58.com/pinpaigongyu/26940213560248x.shtml
【整租】刘行 美安苑 2室1厅,美安苑,2300,http://sh.58.com/pinpaigongyu/26467542645697x.shtml
【整租】南翔 泰翔嘉苑 2室1厅,泰翔嘉苑,3700,http://sh.58.com/pinpaigongyu/26949108305581x.shtml
【整租】月浦 阳光美林 3室1厅,阳光美林,3000,http://sh.58.com/pinpaigongyu/26895493345849x.shtml
【合租】世博滨江 昌里花园 1室主卧,昌里花园,3101,http://sh.58.com/pinpaigongyu/26884310134079x.shtml
【整租】张江 万科泊寓国创店 1室1厅,万科泊寓国创店,3300,http://sh.58.com/pinpaigongyu/26930212360233x.shtml
【整租】月浦 新月鸿锦苑 3室1厅,新月鸿锦苑,3300,http://sh.58.com/pinpaigongyu/26485936949451x.shtml
【整租】上海大学 丰宝苑 2室1厅,丰宝苑,3700,http://sh.58.com/pinpaigongyu/26972721469875x.shtml
【整租】南翔 泰翔嘉苑 2室1厅,泰翔嘉苑,3500,http://sh.58.com/pinpaigongyu/26453157252810x.shtml
【整租】周浦 印象生活广场 2室1厅,印象生活广场,3800,http://sh.58.com/pinpaigongyu/26718775190859x.shtml
【整租】川沙 华邦佳苑 3室1厅,华邦佳苑,2900,http://sh.58.com/pinpaigongyu/26963043557576x.shtml
【整租】嘉定城区 	远香舫新苑 3室1厅,远香舫新苑,3800,http://sh.58.com/pinpaigongyu/26927140675756x.shtml
【合租】洞泾 百鸟苑 2室次卧,百鸟苑,2235,http://sh.58.com/pinpaigongyu/26908151552583x.shtml
【整租】菊园新区 柳湖景庭 3室1厅,柳湖景庭,3300,http://sh.58.com/pinpaigongyu/26985208762668x.shtml
【整租】吴泾 其灵公寓 1室0厅,其灵公寓,2238,http://sh.58.com/pinpaigongyu/26453016217801x.shtml
【整租】罗店 宝欣苑一村 3室1厅,宝欣苑一村,3200,http://sh.58.com/pinpaigongyu/26928026026945x.shtml
【整租】刘行 宝欣苑一村 2室1厅,宝欣苑一村,2500,http://sh.58.com/pinpaigongyu/26807947408061x.shtml
【整租】嘉定新城 永盛公寓 7室1厅,永盛公寓,2864,http://sh.58.com/pinpaigongyu/26852809406761x.shtml
【整租】吴泾 其灵公寓 1室1厅,其灵公寓,2848,http://sh.58.com/pinpaigongyu/26852823707819x.shtml
【合租】洞泾 百鸟苑 3室次卧,百鸟苑,2242,http://sh.58.com/pinpaigongyu/26919138823863x.shtml
【整租】月浦 新城昱翠湾 3室1厅,新城昱翠湾,3700,http://sh.58.com/pinpaigongyu/26872590890566x.shtml
【整租】上海大学 丰宝苑 2室1厅,丰宝苑,3700,http://sh.58.com/pinpaigongyu/26972661950784x.shtml
【整租】菊园新区 保利天鹅语 2室1厅,保利天鹅语,2700,http://sh.58.com/pinpaigongyu/26467543293004x.shtml
【整租】南翔 金沙湾绿地和苑 2室1厅,金沙湾绿地和苑,3300,http://sh.58.com/pinpaigongyu/27004396823220x.shtml
【整租】青浦新城 青浦卓越商务广场 2室2厅,青浦卓越商务广场,2800,http://sh.58.com/pinpaigongyu/26794309276611x.shtml
【整租】惠南 彩虹雅苑 3室1厅,彩虹雅苑,3500,http://sh.58.com/pinpaigongyu/26795840828597x.shtml
【整租】浦江 魔方公寓 1室1厅,魔方公寓,2000,http://sh.58.com/pinpaigongyu/26972846638019x.shtml
